state,date,PRECTOTCORR,T2M,RH2M
Delta,20220105,0.0,23.25,82.5
Delta,20220106,0.17,24.69,75.39
Delta,20220107,13.75,26.6,83.33
Delta,20220108,26.2,26.19,93.21
Delta,20220109,26.19,26.03,95.52
Delta,20220110,10.59,26.4,89.98
Delta,20220111,0.29,27.07,85.06
Delta,20220112,0.61,26.45,90.76
Delta,20220113,0.9,26.11,92.91
Delta,20220114,0.22,26.49,88.05
Delta,20220115,0.38,26.01,91.09
Delta,20220116,4.84,25.69,90.95
Delta,20220117,6.84,26.51,87.07
Delta,20220118,19.89,21.78,89.35
Delta,20220119,0.04,21.29,79.55
Delta,20220120,0.0,21.63,77.79
Delta,20220121,0.05,23.08,70.28
Delta,20220122,2.5,24.04,68.86
Delta,20220123,24.39,24.42,71.83
Delta,20220124,16.95,23.4,74.42
Delta,20220125,4.5,22.7,77.27
Delta,20220126,0.01,22.14,72.72
Delta,20220127,0.21,24.86,73.57
Delta,20220128,0.43,23.35,77.43
Delta,20220129,0.0,21.78,81.24
Delta,20220130,9.41,20.63,80.44
Delta,20220131,0.0,21.21,72.18
Delta,20220201,0.0,22.11,72.07
Delta,20220202,0.0,23.53,78.06
Delta,20220203,0.01,24.68,75.2
Delta,20220204,0.01,22.89,72.59
Delta,20220205,0.0,21.87,75.72
Delta,20220206,0.0,23.04,69.84
Delta,20220207,0.0,24.79,74.21
Delta,20220208,0.0,26.08,86.19
Delta,20220209,0.0,27.22,84.76
Delta,20220210,0.72,27.02,79.81
Delta,20220211,0.62,25.54,75.92
Delta,20220212,1.22,26.23,84.54
Delta,20220213,0.84,27.17,84.5
Delta,20220214,1.29,27.32,88.56
Delta,20220215,0.01,26.84,90.21
Delta,20220216,0.01,27.02,88.6
Delta,20220217,0.01,27.21,87.66
Delta,20220218,0.01,27.66,85.38
Delta,20220219,0.01,27.15,88.23
Delta,20220220,0.11,27.98,81.65
Delta,20220221,0.08,27.67,82.18
Delta,20220222,0.07,27.77,85.31
Delta,20220223,0.1,27.35,88.82
Delta,20220224,0.1,28.22,84.63
Delta,20220225,0.28,27.68,87.28
Delta,20220226,0.35,27.29,88.77
Delta,20220227,0.98,27.45,88.26
Delta,20220228,0.71,27.39,85.81
Delta,20220301,0.58,27.59,86.71
Delta,20220302,10.25,26.61,92.78
Delta,20220303,5.8,26.96,89.67
Delta,20220304,9.21,26.06,91.96
Delta,20220305,2.52,26.77,88.11
Delta,20220306,7.35,26.2,93.38
Delta,20220307,1.45,26.77,89.24
Delta,20220308,3.55,26.86,90.51
Delta,20220309,8.72,26.95,92.0
Delta,20220310,9.36,26.83,91.51
Delta,20220311,4.1,27.14,89.59
Delta,20220312,2.13,26.78,91.06
Delta,20220313,2.89,26.72,90.81
Delta,20220314,0.1,26.83,90.91
Delta,20220315,1.47,27.16,92.18
Delta,20220316,0.38,27.45,86.57
Delta,20220317,0.99,27.65,87.72
Delta,20220318,1.32,27.78,88.64
Delta,20220319,1.71,27.23,90.84
Delta,20220320,1.27,27.05,90.94
Delta,20220321,1.62,27.13,89.95
Delta,20220322,1.17,26.88,91.36
Delta,20220323,1.03,27.66,88.08
Delta,20220324,1.96,27.77,89.5
Delta,20220325,1.43,27.09,92.27
Delta,20220326,0.59,27.56,88.64
Delta,20220327,1.02,28.22,85.6
Delta,20220328,1.04,28.21,85.94
Delta,20220329,0.85,27.61,87.08
Delta,20220330,0.71,27.49,89.38
Delta,20220331,1.23,27.3,90.83
Delta,20220401,4.27,26.61,93.37
Delta,20220402,1.62,26.88,87.27
Delta,20220403,1.19,27.34,86.37
Delta,20220404,2.34,26.92,89.0
Delta,20220405,2.57,27.18,88.62
Delta,20220406,8.43,27.93,85.29
Delta,20220407,7.63,27.41,88.99
Delta,20220408,19.35,26.82,92.7
Delta,20220409,30.97,25.98,93.06
Delta,20220410,1.35,26.69,84.71
Delta,20220411,0.41,26.55,90.06
Delta,20220412,3.1,26.51,91.99
Delta,20220413,1.64,26.05,90.86
Delta,20220414,0.96,26.53,87.41
Delta,20220415,1.97,26.06,88.9
Delta,20220416,2.41,27.02,86.93
Delta,20220417,4.36,26.43,92.88
Delta,20220418,2.73,26.02,89.92
Delta,20220419,0.72,26.05,86.88
Delta,20220420,2.47,27.08,86.17
Delta,20220421,12.26,25.94,92.88
Delta,20220422,3.6,26.59,89.99
Delta,20220423,14.14,26.75,93.8
Delta,20220424,6.86,26.16,94.02
Delta,20220425,3.47,26.65,89.76
Delta,20220426,9.79,26.81,90.43
Delta,20220427,53.14,25.93,95.15
Delta,20220428,21.74,25.9,91.09
Delta,20220429,20.7,26.56,90.43
Delta,20220430,15.74,26.41,91.34
Delta,20220501,8.7,25.88,94.94
Delta,20220502,6.4,25.93,93.94
Delta,20220503,4.84,27.08,87.49
Delta,20220504,5.04,26.21,93.13
Delta,20220505,7.35,26.76,90.77
Delta,20220506,5.68,26.31,94.39
Delta,20220507,1.1,26.14,91.9
Delta,20220508,2.2,26.49,92.16
Delta,20220509,5.68,26.09,95.24
Delta,20220510,2.52,26.45,92.14
Delta,20220511,4.32,27.09,88.3
Delta,20220512,3.25,27.03,89.04
Delta,20220513,4.8,27.06,90.92
Delta,20220514,4.59,26.81,92.62
Delta,20220515,5.97,26.65,94.99
Delta,20220516,10.15,27.25,90.28
Delta,20220517,10.29,26.64,94.08
Delta,20220518,14.88,26.38,94.52
Delta,20220519,23.13,26.07,94.33
Delta,20220520,11.53,26.81,89.19
Delta,20220521,7.24,25.78,93.02
Delta,20220522,3.54,25.88,93.53
Delta,20220523,6.89,25.02,92.12
Delta,20220524,1.95,25.65,88.01
Delta,20220525,3.95,25.99,89.29
Delta,20220526,9.38,25.59,92.25
Delta,20220527,15.98,25.1,94.95
Delta,20220528,3.97,25.91,89.96
Delta,20220529,4.55,26.0,90.44
Delta,20220530,12.2,26.29,91.48
Delta,20220531,16.57,25.68,96.37
Delta,20220601,13.93,26.23,90.76
Delta,20220602,10.6,26.27,92.81
Delta,20220603,12.36,26.22,94.17
Delta,20220604,21.94,25.54,95.64
Delta,20220605,30.07,25.42,90.28
Delta,20220606,44.36,25.62,87.82
Delta,20220607,22.37,25.26,92.49
Delta,20220608,42.62,25.29,95.39
Delta,20220609,53.97,26.09,92.06
Delta,20220610,5.53,25.55,95.61
Delta,20220611,19.8,25.1,96.05
Delta,20220612,1.03,25.68,91.73
Delta,20220613,1.1,25.65,91.76
Delta,20220614,2.44,26.19,91.01
Delta,20220615,6.12,25.93,95.41
Delta,20220616,11.04,24.79,96.43
Delta,20220617,2.21,24.11,94.13
Delta,20220618,4.87,24.83,91.48
Delta,20220619,1.03,25.34,90.45
Delta,20220620,2.4,24.86,93.99
Delta,20220621,6.46,24.54,95.18
Delta,20220622,4.74,24.54,96.39
Delta,20220623,2.62,25.49,92.13
Delta,20220624,4.46,25.23,94.21
Delta,20220625,3.12,25.29,92.4
Delta,20220626,2.69,25.16,92.52
Delta,20220627,2.78,25.42,91.64
Delta,20220628,2.85,25.92,91.6
Delta,20220629,5.28,25.46,95.66
Delta,20220630,19.06,24.62,93.39
Delta,20220701,4.78,24.75,92.73
Delta,20220702,7.01,25.08,93.26
Delta,20220703,2.06,25.57,89.98
Delta,20220704,3.31,24.85,94.03
Delta,20220705,19.01,24.6,95.64
Delta,20220706,5.99,25.84,90.01
Delta,20220707,7.1,25.67,92.27
Delta,20220708,15.36,25.6,92.44
Delta,20220709,21.1,24.89,94.36
Delta,20220710,4.57,24.78,93.11
Delta,20220711,2.96,25.0,90.44
Delta,20220712,0.88,24.68,90.13
Delta,20220713,1.42,24.71,91.05
Delta,20220714,2.33,25.06,90.39
Delta,20220715,0.65,24.98,90.36
Delta,20220716,0.85,24.74,91.82
Delta,20220717,0.27,25.33,87.0
Delta,20220718,0.1,24.89,86.54
Delta,20220719,0.11,24.63,86.16
Delta,20220720,1.84,24.44,87.0
Delta,20220721,4.01,24.33,89.04
Delta,20220722,3.57,24.44,89.71
Delta,20220723,10.99,24.89,90.16
Delta,20220724,3.91,24.92,88.51
Delta,20220725,3.49,24.58,92.27
Delta,20220726,11.79,24.43,94.73
Delta,20220727,22.03,24.77,93.21
Delta,20220728,22.06,24.91,93.09
Delta,20220729,3.62,24.63,92.42
Delta,20220730,2.0,24.57,92.14
Delta,20220731,3.06,24.65,91.24
Delta,20220801,3.15,24.49,89.51
Delta,20220802,0.46,24.02,88.36
Delta,20220803,0.38,24.49,87.09
Delta,20220804,0.37,24.51,86.91
Delta,20220805,0.31,24.61,86.7
Delta,20220806,0.87,24.82,87.31
Delta,20220807,0.55,24.99,88.22
Delta,20220808,1.75,25.0,89.64
Delta,20220809,13.44,24.65,91.47
Delta,20220810,9.03,24.49,92.41
Delta,20220811,11.8,24.64,92.47
Delta,20220812,23.24,24.6,93.24
Delta,20220813,15.03,24.84,91.48
Delta,20220814,7.9,23.99,94.69
Delta,20220815,3.08,24.23,91.28
Delta,20220816,0.94,24.29,88.29
Delta,20220817,0.7,24.81,85.35
Delta,20220818,3.2,24.67,91.13
Delta,20220819,2.54,24.85,90.37
Delta,20220820,1.45,24.93,88.58
Delta,20220821,0.14,25.29,86.59
Delta,20220822,2.61,24.23,91.82
Delta,20220823,2.5,24.58,90.04
Delta,20220824,0.9,24.56,89.08
Delta,20220825,1.36,24.95,89.44
Delta,20220826,39.18,24.75,90.93
Delta,20220827,11.21,24.17,93.65
Delta,20220828,2.11,24.58,91.04
Delta,20220829,0.74,25.17,88.34
Delta,20220830,4.07,24.93,90.28
Delta,20220831,3.22,25.31,89.45
Delta,20220901,1.01,24.73,90.35
Delta,20220902,2.14,24.96,89.84
Delta,20220903,3.27,25.56,87.87
Delta,20220904,3.37,25.52,89.03
Delta,20220905,5.37,25.52,89.26
Delta,20220906,5.15,25.14,91.6
Delta,20220907,3.99,25.42,89.01
Delta,20220908,2.07,25.3,87.71
Delta,20220909,3.27,25.34,88.54
Delta,20220910,4.72,25.37,89.35
Delta,20220911,3.17,25.11,90.45
Delta,20220912,5.47,25.51,89.0
Delta,20220913,10.5,25.29,90.21
Delta,20220914,14.43,25.38,89.81
Delta,20220915,19.52,24.69,95.63
Delta,20220916,6.29,25.21,91.62
Delta,20220917,5.58,25.07,91.79
Delta,20220918,1.67,25.44,88.34
Delta,20220919,2.6,25.42,89.09
Delta,20220920,2.7,25.24,91.01
Delta,20220921,3.64,24.83,92.8
Delta,20220922,44.96,24.41,94.98
Delta,20220923,20.35,25.51,90.85
Delta,20220924,33.77,25.05,92.81
Delta,20220925,17.72,24.46,94.58
Delta,20220926,41.67,24.29,93.74
Delta,20220927,19.37,23.86,94.39
Delta,20220928,11.89,23.94,94.44
Delta,20220929,5.86,25.24,89.74
Delta,20220930,5.17,25.16,90.82
Delta,20221001,8.68,24.65,93.41
Delta,20221002,11.72,24.35,93.55
Delta,20221003,1.1,25.07,89.62
Delta,20221004,3.26,25.53,90.34
Delta,20221005,4.52,25.68,90.84
Delta,20221006,7.97,25.35,92.67
Delta,20221007,10.87,24.51,93.54
Delta,20221008,7.39,25.69,86.38
Delta,20221009,5.39,25.61,90.82
Delta,20221010,7.66,25.52,91.02
Delta,20221011,9.42,25.51,91.46
Delta,20221012,7.49,25.16,94.25
Delta,20221013,3.77,26.02,89.38
Delta,20221014,4.06,25.57,90.7
Delta,20221015,15.72,25.44,92.49
Delta,20221016,17.92,25.9,89.16
Delta,20221017,4.43,26.13,90.35
Delta,20221018,5.44,26.09,93.06
Delta,20221019,3.91,25.93,92.07
Delta,20221020,3.64,25.68,92.51
Delta,20221021,2.17,26.35,88.12
Delta,20221022,4.05,26.74,87.44
Delta,20221023,1.88,26.65,89.82
Delta,20221024,0.75,26.59,88.83
Delta,20221025,3.01,25.38,93.71
Delta,20221026,2.22,26.77,87.67
Delta,20221027,1.23,27.29,86.72
Delta,20221028,2.82,27.17,87.86
Delta,20221029,1.51,26.5,88.74
Delta,20221030,1.28,27.1,83.25
Delta,20221031,2.65,27.01,86.7
Delta,20221101,3.69,26.42,90.88
Delta,20221102,16.7,26.33,93.4
Delta,20221103,11.94,26.31,90.09
Delta,20221104,14.71,26.6,89.61
Delta,20221105,4.23,26.8,87.7
Delta,20221106,10.8,26.71,87.39
Delta,20221107,0.36,27.28,83.56
Delta,20221108,0.6,27.67,83.25
Delta,20221109,2.45,26.71,89.83
Delta,20221110,3.12,26.39,91.67
Delta,20221111,2.27,26.2,90.82
Delta,20221112,1.92,26.22,89.83
Delta,20221113,2.18,26.31,88.76
Delta,20221114,1.09,27.07,84.45
Delta,20221115,1.92,26.24,89.08
Delta,20221116,1.55,25.69,91.5
Delta,20221117,0.74,26.18,87.77
Delta,20221118,0.7,27.03,83.79
Delta,20221119,2.68,26.6,87.52
Delta,20221120,0.4,26.09,90.32
Delta,20221121,0.74,26.49,90.53
Delta,20221122,0.01,27.35,83.35
Delta,20221123,0.01,26.94,81.9
Delta,20221124,0.0,26.24,81.47
Delta,20221125,0.01,27.08,84.54
Delta,20221126,0.01,26.28,88.91
Delta,20221127,2.69,26.45,88.13
Delta,20221128,2.65,26.62,87.45
Delta,20221129,2.37,25.66,91.91
Delta,20221130,2.25,27.38,81.2
Delta,20221201,5.74,26.25,90.43
Delta,20221202,0.0,26.16,87.61
Delta,20221203,0.06,26.7,86.86
Delta,20221204,0.05,26.84,88.12
Delta,20221205,0.06,26.67,89.38
Delta,20221206,0.08,26.34,93.15
Delta,20221207,0.02,26.66,85.71
Delta,20221208,0.01,26.19,82.43
Delta,20221209,0.0,26.29,78.82
Delta,20221210,0.01,24.53,75.09
Delta,20221211,0.01,25.47,83.01
Delta,20221212,10.84,26.25,86.55
Delta,20221213,14.7,26.97,86.77
Delta,20221214,9.48,26.83,86.57
Delta,20221215,12.59,25.95,92.16
Delta,20221216,10.64,26.16,89.02
Delta,20221217,0.02,25.78,91.22
Delta,20221218,0.01,25.45,93.06
Delta,20221219,0.0,26.24,76.91
Delta,20221220,0.01,24.46,75.22
Delta,20221221,0.0,23.54,74.51
Delta,20221222,0.0,23.99,82.6
Delta,20221223,0.0,22.72,77.76
Delta,20221224,0.0,21.88,76.38
Delta,20221225,0.0,22.32,75.64
Delta,20221226,0.0,23.71,75.91
Delta,20221227,0.0,23.9,75.04
Delta,20221228,0.0,23.62,76.61
Delta,20221229,0.0,23.28,75.7
Delta,20221230,0.0,22.55,74.45
Delta,20221231,0.0,23.05,72.15
Delta,20230101,0.0,24.11,72.25
Delta,20230102,0.0,24.32,71.66
Delta,20230103,0.03,24.25,74.08
Delta,20230104,0.0,24.12,78.16
Delta,20230105,6.63,25.8,79.38
Delta,20230106,0.0,25.83,87.57
Delta,20230107,0.0,25.87,84.37
Delta,20230108,0.0,25.44,80.36
Delta,20230109,0.0,23.19,74.85
Delta,20230110,0.0,22.76,69.67
Delta,20230111,0.0,23.16,73.13
Delta,20230112,0.0,22.84,69.59
Delta,20230113,0.0,24.64,69.22
Delta,20230114,0.0,24.1,79.06
Delta,20230115,0.0,25.33,85.51
Delta,20230116,0.0,25.07,78.1
Delta,20230117,0.0,25.16,75.75
Delta,20230118,0.0,25.58,81.23
Delta,20230119,0.0,26.7,84.17
Delta,20230120,0.0,27.09,85.85
Delta,20230121,1.42,27.08,87.26
Delta,20230122,1.78,26.93,88.58
Delta,20230123,0.78,26.77,87.46
Delta,20230124,1.92,26.83,88.18
Delta,20230125,2.98,27.04,87.29
Delta,20230126,0.48,26.28,91.9
Delta,20230127,0.83,26.09,91.94
Delta,20230128,0.98,26.26,91.7
Delta,20230129,0.55,26.0,90.26
Delta,20230130,2.34,25.34,93.79
Delta,20230131,0.0,26.14,89.46
Delta,20230201,0.0,26.42,88.42
Delta,20230202,0.0,26.65,88.29
Delta,20230203,0.0,27.6,85.38
Delta,20230204,0.01,26.98,90.58
Delta,20230205,0.99,26.85,89.02
Delta,20230206,1.53,26.53,90.41
Delta,20230207,1.09,26.72,86.43
Delta,20230208,1.3,27.35,83.55
Delta,20230209,0.96,27.69,83.05
Delta,20230210,0.0,28.35,82.06
Delta,20230211,0.0,28.42,82.8
Delta,20230212,0.0,27.54,82.02
Delta,20230213,0.0,25.94,77.46
Delta,20230214,0.0,24.49,82.52
Delta,20230215,0.0,24.06,68.05
Delta,20230216,0.0,22.76,69.2
Delta,20230217,0.0,23.13,71.05
Delta,20230218,0.0,24.01,70.11
Delta,20230219,0.0,25.25,73.59
Delta,20230220,0.0,25.11,74.96
Delta,20230221,1.01,26.15,85.01
Delta,20230222,7.25,27.13,87.65
Delta,20230223,11.76,27.05,88.93
Delta,20230224,18.38,26.78,91.77
Delta,20230225,3.65,26.85,91.67
Delta,20230226,4.28,27.78,86.44
Delta,20230227,1.92,26.66,92.0
Delta,20230228,3.6,27.0,90.49
Delta,20230301,1.92,27.01,88.93
Delta,20230302,3.29,26.96,90.78
Delta,20230303,2.93,26.87,91.62
Delta,20230304,5.36,26.18,94.29
Delta,20230305,3.86,26.57,88.87
Delta,20230306,2.61,26.48,90.19
Delta,20230307,8.99,26.94,88.18
Delta,20230308,12.71,27.08,89.44
Delta,20230309,7.8,26.78,90.79
Delta,20230310,3.55,27.43,85.66
Delta,20230311,3.94,26.91,87.49
Delta,20230312,3.39,27.03,88.06
Delta,20230313,3.08,26.38,91.27
Delta,20230314,4.23,26.49,89.87
Delta,20230315,6.87,27.03,86.89
Delta,20230316,12.25,25.8,90.97
Delta,20230317,5.14,26.82,84.25
Delta,20230318,18.18,25.79,92.04
Delta,20230319,3.09,26.17,84.07
Delta,20230320,3.95,26.58,86.57
Delta,20230321,19.99,26.59,88.9
Delta,20230322,3.01,25.79,87.62
Delta,20230323,3.05,26.29,87.78
Delta,20230324,2.3,25.63,89.15
Delta,20230325,1.63,26.44,86.28
Delta,20230326,3.72,26.4,87.2
Delta,20230327,3.22,25.97,89.46
Delta,20230328,4.09,26.69,86.19
Delta,20230329,4.45,26.67,89.23
Delta,20230330,3.24,27.15,87.12
Delta,20230331,1.49,26.53,91.17
Delta,20230401,0.01,27.08,82.17
Delta,20230402,0.01,27.35,86.06
Delta,20230403,0.03,26.86,88.62
Delta,20230404,0.0,26.22,90.39
Delta,20230405,0.01,27.19,87.38
Delta,20230406,18.25,26.63,94.15
Delta,20230407,10.92,26.62,92.61
Delta,20230408,16.43,26.93,91.62
Delta,20230409,11.26,26.28,92.2
Delta,20230410,7.29,26.92,89.98
Delta,20230411,3.68,26.3,93.25
Delta,20230412,0.98,26.7,88.8
Delta,20230413,1.75,27.33,88.15
Delta,20230414,3.15,27.03,92.03
Delta,20230415,1.82,27.29,91.27
Delta,20230416,1.01,26.92,90.74
Delta,20230417,0.61,27.21,87.35
Delta,20230418,0.93,27.8,86.65
Delta,20230419,1.16,26.62,91.72
Delta,20230420,1.67,27.54,87.49
Delta,20230421,3.61,26.94,89.47
Delta,20230422,4.05,27.29,89.75
Delta,20230423,7.89,26.79,93.92
Delta,20230424,2.08,27.09,87.76
Delta,20230425,4.77,26.77,91.47
Delta,20230426,2.88,26.88,89.67
Delta,20230427,6.19,26.05,92.27
Delta,20230428,2.24,26.91,86.73
Delta,20230429,13.13,26.33,90.16
Delta,20230430,19.18,25.72,91.44
Delta,20230501,1.09,25.9,89.45
Delta,20230502,3.37,26.04,90.07
Delta,20230503,1.28,26.94,88.39
Delta,20230504,3.03,26.2,93.38
Delta,20230505,1.16,26.88,86.64
Delta,20230506,1.0,26.05,91.01
Delta,20230507,2.35,26.92,88.63
Delta,20230508,1.29,26.98,87.51
Delta,20230509,1.69,26.84,89.94
Delta,20230510,1.19,26.82,92.94
Delta,20230511,4.0,26.95,92.67
Delta,20230512,6.53,26.96,91.63
Delta,20230513,5.09,27.77,88.93
Delta,20230514,7.37,27.66,91.24
Delta,20230515,10.63,27.2,93.1
Delta,20230516,7.4,27.29,91.26
Delta,20230517,6.82,27.02,91.22
Delta,20230518,6.1,27.31,89.07
Delta,20230519,11.55,26.81,94.54
Delta,20230520,9.64,27.32,91.91
Delta,20230521,1.85,26.34,93.05
Delta,20230522,1.41,27.22,90.25
Delta,20230523,1.13,27.27,91.68
Delta,20230524,1.37,27.3,91.21
Delta,20230525,1.49,26.92,91.46
Delta,20230526,10.84,26.75,91.84
Delta,20230527,8.11,26.67,94.36
Delta,20230528,8.28,26.07,94.42
Delta,20230529,3.88,27.35,87.43
Delta,20230530,5.44,26.18,93.07
Delta,20230531,3.06,26.64,92.78
Delta,20230601,6.34,26.52,94.08
Delta,20230602,6.57,26.26,94.08
Delta,20230603,2.05,26.23,90.24
Delta,20230604,4.78,25.69,95.1
Delta,20230605,7.01,26.22,91.4
Delta,20230606,37.32,25.6,96.62
Delta,20230607,28.5,25.41,94.34
Delta,20230608,8.79,25.23,92.32
Delta,20230609,3.99,25.95,90.48
Delta,20230610,20.13,25.73,93.97
Delta,20230611,53.0,25.91,93.26
Delta,20230612,5.63,26.28,89.28
Delta,20230613,5.57,25.45,93.24
Delta,20230614,3.75,25.63,92.63
Delta,20230615,4.17,25.81,89.51
Delta,20230616,6.25,25.89,89.67
Delta,20230617,8.6,26.42,89.71
Delta,20230618,14.89,26.2,92.95
Delta,20230619,27.96,26.06,94.42
Delta,20230620,14.36,25.76,95.15
Delta,20230621,8.34,25.56,94.05
Delta,20230622,3.8,25.37,90.99
Delta,20230623,3.48,25.35,89.99
Delta,20230624,1.59,25.32,88.55
Delta,20230625,0.86,25.65,86.68
Delta,20230626,1.7,24.73,92.07
Delta,20230627,8.5,24.79,92.76
Delta,20230628,13.83,25.15,95.36
Delta,20230629,6.01,25.49,92.35
Delta,20230630,5.33,25.53,91.93
Delta,20230701,7.59,25.2,92.94
Delta,20230702,8.91,25.52,94.1
Delta,20230703,7.68,26.39,90.15
Delta,20230704,10.07,25.34,95.26
Delta,20230705,6.55,25.3,90.66
Delta,20230706,2.47,26.0,87.88
Delta,20230707,9.71,25.69,93.29
Delta,20230708,28.46,25.05,95.55
Delta,20230709,6.36,25.47,90.9
Delta,20230710,1.1,25.99,88.1
Delta,20230711,2.29,25.35,92.13
Delta,20230712,3.82,25.44,93.4
Delta,20230713,2.55,25.88,91.42
Delta,20230714,20.43,26.25,92.42
Delta,20230715,1.58,26.85,89.89
Delta,20230716,1.29,25.83,91.56
Delta,20230717,3.04,25.71,92.6
Delta,20230718,2.13,25.58,94.11
Delta,20230719,0.59,25.94,93.31
Delta,20230720,10.69,25.97,94.3
Delta,20230721,10.78,25.98,92.94
Delta,20230722,13.37,25.4,95.27
Delta,20230723,8.92,25.61,90.86
Delta,20230724,9.39,24.6,95.2
Delta,20230725,1.23,25.91,88.78
Delta,20230726,6.03,25.96,89.84
Delta,20230727,15.07,25.94,91.45
Delta,20230728,25.63,25.27,94.55
Delta,20230729,24.01,25.08,94.19
Delta,20230730,2.9,24.92,94.16
Delta,20230731,5.01,25.46,92.31
Delta,20230801,3.81,25.23,91.73
Delta,20230802,1.14,24.99,90.94
Delta,20230803,0.54,24.83,89.33
Delta,20230804,0.23,25.99,86.91
Delta,20230805,0.33,25.84,88.72
Delta,20230806,0.52,25.12,92.71
Delta,20230807,0.31,25.51,89.97
Delta,20230808,0.14,25.37,89.3
Delta,20230809,3.41,25.7,89.61
Delta,20230810,3.3,25.51,89.79
Delta,20230811,3.78,25.21,92.15
Delta,20230812,2.49,25.84,89.34
Delta,20230813,11.93,25.09,94.9
Delta,20230814,10.89,25.28,94.79
Delta,20230815,1.15,25.53,92.28
Delta,20230816,1.93,26.23,89.38
Delta,20230817,5.06,25.11,95.2
Delta,20230818,1.74,25.46,91.45
Delta,20230819,1.77,25.23,92.32
Delta,20230820,0.6,25.3,91.69
Delta,20230821,0.43,25.95,89.8
Delta,20230822,1.08,25.76,91.49
Delta,20230823,1.59,25.17,93.85
Delta,20230824,3.29,25.81,91.79
Delta,20230825,1.89,25.78,90.89
Delta,20230826,3.23,25.8,92.84
Delta,20230827,5.8,25.34,94.74
Delta,20230828,6.04,25.24,91.41
Delta,20230829,8.5,25.89,90.65
Delta,20230830,15.64,25.45,94.45
Delta,20230831,6.64,25.89,91.55
Delta,20230901,9.72,25.48,92.74
Delta,20230902,13.04,24.97,95.16
Delta,20230903,11.74,25.25,89.28
Delta,20230904,13.46,25.26,92.73
Delta,20230905,16.25,25.71,90.11
Delta,20230906,7.57,26.29,87.97
Delta,20230907,9.0,25.79,91.66
Delta,20230908,5.06,25.3,95.64
Delta,20230909,8.03,25.47,93.12
Delta,20230910,3.47,25.51,92.09
Delta,20230911,3.84,25.83,91.04
Delta,20230912,6.21,25.49,93.62
Delta,20230913,8.47,25.61,92.38
Delta,20230914,4.25,25.69,92.56
Delta,20230915,11.18,25.73,93.35
Delta,20230916,13.1,25.5,94.59
Delta,20230917,9.14,25.7,92.48
Delta,20230918,8.69,26.28,90.44
Delta,20230919,5.53,26.13,90.25
Delta,20230920,6.73,26.75,88.85
Delta,20230921,9.37,26.23,92.45
Delta,20230922,17.36,25.44,96.18
Delta,20230923,9.25,25.24,92.81
Delta,20230924,1.53,25.64,90.27
Delta,20230925,1.44,25.97,90.36
Delta,20230926,1.63,26.43,89.41
Delta,20230927,1.56,26.63,90.44
Delta,20230928,21.09,26.17,93.92
Delta,20230929,14.14,25.81,94.81
Delta,20230930,6.37,26.5,90.89
Delta,20231001,11.78,26.35,92.14
Delta,20231002,18.25,26.46,91.18
Delta,20231003,9.65,26.42,91.5
Delta,20231004,8.35,26.36,92.56
Delta,20231005,5.84,27.08,87.03
Delta,20231006,4.03,26.72,89.6
Delta,20231007,6.16,25.37,93.83
Delta,20231008,7.77,26.5,90.03
Delta,20231009,7.02,26.47,90.51
Delta,20231010,3.87,26.64,90.3
Delta,20231011,16.56,26.27,92.49
Delta,20231012,24.69,25.36,95.04
Delta,20231013,3.95,26.49,90.46
Delta,20231014,9.81,25.42,95.25
Delta,20231015,6.68,25.76,93.63
Delta,20231016,9.04,25.09,92.7
Delta,20231017,1.52,25.48,90.43
Delta,20231018,4.2,26.66,89.03
Delta,20231019,3.91,26.05,94.74
Delta,20231020,5.26,26.83,89.84
Delta,20231021,6.97,26.05,94.3
Delta,20231022,4.96,26.08,93.99
Delta,20231023,0.36,25.53,93.9
Delta,20231024,0.17,25.56,94.32
Delta,20231025,0.15,26.11,90.82
Delta,20231026,0.08,26.62,89.06
Delta,20231027,0.07,26.64,88.14
Delta,20231028,2.59,27.15,88.03
Delta,20231029,2.36,26.59,91.37
Delta,20231030,2.36,27.37,89.75
Delta,20231031,6.81,26.16,94.67
Delta,20231101,2.3,25.77,91.43
Delta,20231102,10.34,25.96,92.78
Delta,20231103,13.62,25.73,95.06
Delta,20231104,17.83,26.69,90.21
Delta,20231105,50.82,27.0,89.55
Delta,20231106,17.06,27.03,90.87
Delta,20231107,0.68,26.39,93.7
Delta,20231108,0.56,26.59,93.24
Delta,20231109,0.57,26.14,93.73
Delta,20231110,0.3,26.65,92.22
Delta,20231111,0.37,27.02,89.6
Delta,20231112,11.95,27.14,91.12
Delta,20231113,6.93,27.39,90.11
Delta,20231114,9.69,27.73,87.91
Delta,20231115,6.52,25.7,91.16
Delta,20231116,1.44,26.44,89.1
Delta,20231117,0.06,27.26,87.18
Delta,20231118,0.11,26.93,89.71
Delta,20231119,0.03,26.54,92.2
Delta,20231120,0.06,26.79,89.89
Delta,20231121,0.05,27.49,87.21
Delta,20231122,1.66,26.74,91.07
Delta,20231123,1.61,26.02,92.92
Delta,20231124,2.42,26.79,89.53
Delta,20231125,5.21,26.16,93.91
Delta,20231126,8.02,24.98,94.15
Delta,20231127,0.09,26.81,86.52
Delta,20231128,4.55,26.66,91.1
Delta,20231129,5.3,26.62,91.81
Delta,20231130,3.64,27.13,88.5
Delta,20231201,3.57,27.5,87.6
Delta,20231202,0.16,27.03,88.99
Delta,20231203,0.18,27.03,87.79
